PMID,Journal,Year,Animal,Disease,Type,Acupoints,Mechanism,Site
33363647,Acta Endocrinol (Buchar),2020,rat,insulin resistant,EA,"CV4, CV12, ST36, ST40",SIRT1 and GLUT4 activation,CV12
33000584,J Tradit Chin Med,2020,rat,Gastritis,MA,"ST36, CV12",Modulation of ERK and p-ERK expression,CV12
32669479,Exp Anim,2020,rat,Parkinson's disease,EA,"CV12, ST36, CV7, LR3","Regulation of brain-gut peptides (NPY, CCK, SST, GAS, PYY)",CV12
32215036,Evid Based Complement Alternat Med,2020,rat,functional dyspepsia,EA,"BL21, CV12",Glutamatergic system inhibition and NMDAR-NO-cGMP signaling pathway downregulation in hippocampus,CV12
31935731,Obes Facts,2020,rat,insulin resistant,EA,"ST36, CV4, CV12, ST40","Hypothalamic SIRT1/FOXO1 signaling, POMC and NPY gene expression modulation",CV12
31889778,Saudi J Biol Sci,2019,rat,Parkinson's disease,MA,"CV12, ST25, CV4",DMT1/Fpn1 ratio balancing and inflammation reduction,CV12
31635295,Biomolecules,2019,rat,anorexia,EA,CV12,Ghrelin and monoamine neurotransmitter modulation,CV12
31412703,Acupunct Med,2019,mouse,Alzheimer's disease,MA,"CV17, CV12, CV6, SP10, ST36",Oxidative protein damage reduction and Hsp84/86 expression promotion,CV12
31221947,Altern Ther Health Med,2019,rat,Diabetes,EA,"ST36, CV4, CV12",Unknown,CV12
31152645,Med Sci Monit,2019,mouse,dementia,MA,"CV17, CV12, CV4, SP10",PI3K/PDK1/nPKC/Rac1 signaling pathway downregulation,CV12
30906450,Exp Ther Med,2019,rat,anorexia,EA,"CV12, PC6, ST36","Humoral appetite regulation (ghrelin, CCK, 5-HT) and BDNF expression",CV12
30106051,Neural Regen Res,2018,mouse,Alzheimer's disease,MA,"CV6, CV12, CV17, ST36, SP10",Dendritic structure amelioration,CV12
29853949,Evid Based Complement Alternat Med,2018,rat,Obesity,EA,"ST25, CV12, SP6, ST36",Hypothalamic Tsc1 promoter demethylation and mTORC1 signaling pathway inhibition,CV12
29720377,Acupunct Med,2018,rat,Visceral hyperalgesia,EA,"ST25, CV12",Colonic EC cell number and 5-HT concentration reduction,CV12
29102965,Acupunct Med,2018,rat,Parasite infection,EA,"ST36, CV12",Gastrointestinal transit modulation,CV12
27558235,Mol Neurobiol,2017,mouse,Alzheimer's disease,MA,"CV17,CV12,CV6,SP10,ST36","Regulation of NSC survival, proliferation, and differentiation related cytokines (bFGF, EGF, BDNF)",CV12
28450287,Acupunct Med,2017,mouse,Alzheimer's disease,MA,"CV17,CV12,CV6,ST36,SP10",Upregulates G protein coupled activity,CV12
27555223,J Acupunct Meridian Stud,2016,rat,Obesity,EA,"CV4,CV12",Modulation of serum inflammatory adipokines and glucose,CV12
27293468,Evid Based Complement Alternat Med,2016,rat,Gastritis,MA,"ST36,CV12,BL20","Downregulation of NF-κB p65, miR-155, miR-21; upregulation of miR-146a",CV12
27284337,Exp Ther Med,2016,rat,Gastroparesis,EA,"ST36,CV12,BL21",Restoration of gastric interstitial cells of Cajal (ICCs) morphology and number,CV12
27079228,J Acupunct Meridian Stud,2016,rat,Obesity,EA,"CV12,CV4",Decreased serum TNF-α,CV12
27079227,J Acupunct Meridian Stud,2016,rat,Obesity,EA,"CV12,CV4",Unknown,CV12
26386034,Acupunct Med,2016,rat,Nausea and Vomiting,EA,"CV12,PC6",Inhibition of 5-HT secretion in the duodenum and activity of the NTS,CV12
25952123,J Acupunct Meridian Stud,2015,rat,Diabetes,EA,"CV4,CV12",Unknown,CV12
25952122,J Acupunct Meridian Stud,2015,rat,Diabetes,EA,"CV4,CV12",Leptin and adiponectin levels modulation,CV12
26730159,World J Gastroenterol,2015,rat,Gastroenteric disease,EA,"CV12,BL21",PVN-DVC-vagus-gastric neural pathway and GI hormone/receptor modulation,CV12
26036927,Acupunct Med,2015,mouse,Hyperglycaemia,MA,"CV6,CV12,ST25,LR14,GB20,GB21,BL10,BL11,BL13,BL14,BL19,BL23,BL25",Mitigation of stress-induced hyperglycemia and enhanced hepatic innate immunity,CV12
25024728,Evid Based Complement Alternat Med,2014,rat,Diabetes mellitus,EA,"CV12,ST36","Insulin sensitivity improvement, serotonin, cholinergic nerve activity, NOS activity modulation",CV12
24848362,Am J Physiol Regul Integr Comp Physiol,2014,mouse,Metabolic syndrome,EA,"CV4,CV12","Free fatty acid reduction, improved insulin sensitivity",CV12
24841896,Med Sci Monit Basic Res,2014,rat,Type-2 diabetes mellitus,MA,"CV12,ST25,CV6,BL18,BL20,BL23",Blood glucose reduction,CV12
24513342,J Acupunct Meridian Stud,2014,rat,Type-2 diabetes,EA,"CV12,CV4,ST36",Blood glucose modulation,CV12
24361538,Neurochem Int,2014,rat,dementia,MA,"CV17,CV12,CV6,ST36,SP10","Increased cerebral blood flow, amelioration of mitochondrial dysfunction and oxidative stress",CV12
23499955,Neurosci Lett,2013,mouse,Alzheimer's disease,MA,"CV17, CV12, CV6, SP10, ST36","Increasing TPI activity, correcting abnormal glycolysis metabolism",CV12
22391677,Neurol Sci,2013,rat,Vascular dementia,MA,"CV17,CV12,CV6,ST36,SP10","Increased hippocampal Ref-1 expression, exerting anti-oxidant effects",CV12
22975802,Acupunct Med,2012,mouse,Cognitive deficit,MA,"CV17, CV12, CV6, SP10, ST36",Reduced neuron loss in hippocampal CA3 and DG regions,CV12
21971660,Acta Cir Bras,2011,rat,Oxidative stress,EA,"ST36, CV12","Enhances lipid peroxidation and reduces oxidative stress (G6PDH activity, MDA, GSH levels) in liver and kidney tissues",CV12
21971657,Acta Cir Bras,2011,rat,Hyperglycemia,EA,"ST36, CV12","Decreased glycemia, lactacidemia, and liver/kidney lactate concentrations, possibly due to enhanced lactate to pyruvate conversion",CV12
21279683,Neurochem Res,2011,rat,Vascular dementia,MA,"CV17, CV12, CV6, SP10, ST36","Upregulation of glycometabolic enzyme activities (hexokinase, pyruvate kinase, G6PD)",CV12
20676499,Acta Cir Bras,2010,rat,Pain,"MA, EA","ST36, CV12",Prolongation of anesthetic effect,CV12
18938189,Physiol Behav,2009,rat,Vascular dementia,MA,"CV17, CV12, CV6, ST36, SP10","Counter-regulation of Bcl-2 and Bax gene expression, antiapoptotic effect",CV12
18215464,Neurosci Lett,2008,mouse,Neurodegenerative diseases,MA,"CV17, CV12, CV6, SP10, ST36",Enhancement of cell proliferation in dentate gyrus,CV12
41426243,J Inflamm Res,2025,Mouse,Benign Prostatic Hyperplasia (BPH),MA,"PC6, CV4, SP6",DHT/SRD5A2 pathway downregulation,PC6
40323846,J Vis Exp,2025,Mouse,Diabetic cardiomyopathy (DCM),EA,"PC6, ST36",Unknown,PC6
38197187,Int J Neurosci,2025,Rat,Myocardial ischemia-reperfusion injury (MIRI),EA,PC6,mTOR/ROS signaling activation and ferroptosis inhibition,PC6
38315119,Int J Neurosci,2025,Rat,Middle cerebral artery occlusion-induced learning and memory impairment (ischemic stroke),EA,"GV20, PC6, KI1",p38 MAPK inhibition and microglial polarization,PC6
38934278,Comb Chem High Throughput Screen,2025,Rat,Lipid metabolic disorder,EA,"ST36, PC6, SP6, BL18, ST40",Suppression of hepatic Pdia3/Perk/Qrich1 expression,PC6
39755657,Chin Med,2025,Rat,Ischemic Stroke (MCAO/R model),EA,"LI11, GV20, GV14, PC6",Activation of the Nrf2/SLC7A11/GPX4 pathway,PC6
39952315,Neuroscience,2025,Rat,asphyxial cardiac arrest and cardiopulmonary resuscitation (ACA/CPR),EA,"GV20, GV26, PC6",Suppression of P2X7R/NLRP3-mediated microglial pyroptosis,PC6
40008520,J Cell Mol Med,2025,Rat,Postoperative cognitive dysfunction,EA,"GV20, PC6",Activation of the SIRT1/FOXO1 signaling pathway,PC6
40024111,Colloids Surf B Biointerfaces,2025,Mouse,"doxorubicin-induced heart failure (HF), Dilated cardiomyopathy (DCM)",EA,"PC6, ST36",Dual regulation of PI3K/AKT/mTOR and AMPK/ULK1 pathways,PC6
40260133,Front Neurol,2025,Rat,Hemorrhagic transformation (HT) after delayed rt-PA treatment for acute ischemic stroke,MA,"GV26, PC6",Mitophagy induction and NLRP3 inflammasome suppression,PC6
40261465,Neurochem Res,2025,Rat,Cerebral Small Vessel Disease (CSVD),EA,"GV26, GV20, PC6, SP6",Protection of neurovascular units,PC6
40292080,IBRO Neurosci Rep,2025,Rat,Embolic stroke with delayed rt-PA thrombolysis,MA,"PC6, GV26",Inhibition of ERK1/2-Cx43 signaling axis,PC6
40306606,Brain Res,2025,Rat,Cerebral ischemia-reperfusion injury (MCAO/R),EA,"GV26, PC6, SP6",AMPK activation and ferroptosis inhibition,PC6
40317390,J Mol Neurosci,2025,Rat,Cerebral Ischemia-Reperfusion Injury (CIRI),EA,"PC6, GV26, SP6",Ferroptosis inhibition via iron metabolism and oxidative stress modulation,PC6
39814323,Brain Res Bull,2025,Mouse,CUMS-induced depression and constipation,EA,"PC6, EX-HN3",Regulation of the TPH2/5-HT pathway via the gut-brain axis,PC6
40336637,Front Cardiovasc Med,2025,Rat,Myocardial ischemia-reperfusion injury (MIRI),EA,PC6,PPARγ/NF-κB pathway activation and M2 macrophage polarization,PC6
40842166,Brain Behav,2025,Rat,Middle Cerebral Artery Occlusion (MCAO) (stroke-induced brain injury),MA,"GV20, GV26, PC6, SP6",Complement system modulation,PC6
40346679,Chin Med,2025,Mouse,Myocardial ischemia-reperfusion injury (MIRI),EA,PC6,Nrf2/HO-1 signaling pathway activation,PC6
41333194,Nat Sci Sleep,2025,Rat,Insomnia (PCPA-induced),MA,"BL15, BL20, BL23, LI11, PC6, SP6, GV14, GV6, GV20, CV17, CV12, CV4",5-HT/AC/cAMP pathway activation,PC6
41399607,IBRO Neurosci Rep,2025,Rat,Median Nerve Transection (Peripheral Nerve Injury),EA,"LI15, PC6",p-PI3K/RAGE/TREM2 signaling modulation,PC6
40919599,Cardiol Res Pract,2025,Mouse,myocardial fibrosis (MF),EA,PC6,"Electroacupuncture ameliorates myocardial fibrosis by restoring gut microbiota composition (Bacteroidota/Firmicutes balance) and reducing profibrotic metabolites (TMAO, phenylalanine), mediating cardioprotection via a microbiota-metabolite axis",PC6
40943453,Int J Mol Sci,2025,Mouse,Inflammatory pain,MA,"ST36, PC6, LI4",TRPV1 signaling inhibition,PC6
40784914,Sci Rep,2025,Rat,Sleep deprivation-exacerbated post-cardiac arrest brain injury (PCABI),EA,"ST36, PC6",EAAT2/calcium signaling axis modulation,PC6
40689325,Front Neurol,2025,Rat,Ischemic stroke (MCAO),MA,"GV26, PC6",Tryptophan-indole metabolic pathway and NETs degradation,PC6
40637138,Brain Behav,2025,Rat,Acute Ischemic Stroke (AIS),MA,"GV26, PC6",Ferroptosis inhibition via iron metabolism and lipid peroxidation modulation,PC6
40598228,Cell Commun Signal,2025,Rat,Acute ischemic stroke (MCAO model),EA,"GV20, PC6, SP6",Astrocyte-to-neuron mitochondrial transfer via CD38-cADPR-Ca2+ signaling,PC6
40562587,J Integr Med,2025,Rat,Paroxysmal Atrial Fibrillation (AF),MA,PC6,α7nAChR-mediated JAK2/STAT3 pathway activation,PC6
41319932,Brain Res Bull,2025,Mouse,Olfactory bulbectomy (OBx) depression model,EA,PC6,Hippocampal CA1 pyramidal neuron activation,PC6
37976026,Mol Neurobiol,2024,Rat,Chronic ischemic white matter injury,MA,"ST9, LI11, ST36, LR3, PC6",Regulation of the JNK-NMDAR circuit,PC6
38715602,Front Immunol,2024,Mouse,Sepsis-related intestinal injury (CLP model),EA,"PC6, ST36, CV12, LR3",Polyamine-related M2-macrophage polarization,PC6
38110043,Gene,2024,Mouse,Carfilzomib-induced cardiotoxicity,EA,PC6,Transcriptomic regulation of Wnt signaling and muscle contraction,PC6
38213246,J Tradit Chin Med,2024,Rat,Myocardial ischemia reperfusion arrhythmia (RA),EA,PC6,NGF/TrkA signaling and sympathetic regulation,PC6
38416698,J Neurophysiol,2024,Rat,Stress-induced tachycardia,EA,PC6,DMH-RP-cardiac sympathetic pathway inhibition,PC6
38504540,J Tradit Chin Med,2024,Rat,Cerebral Ischaemia-Reperfusion Injury (CIRI),MA,"PC6, GV26",NCOA4-mediated ferritinophagy inhibition,PC6
38629369,Curr Neurovasc Res,2024,Rat,Traumatic brain injury (TBI),EA,"GV20, GV26, ST36, PC6",xCT/System Xc- signaling activation,PC6
38971546,Exp Gerontol,2024,Mouse,Perioperative neurocognitive disorder (PND),EA,"GV20, PC6, LI4",Modulation of gut microbiota and metabolites,PC6
38819696,Neurochem Res,2024,Rat,Ischemic stroke (MCAO/R),EA,"PC6, GV26, SP6, GV20",Activation of Nrf2/SLC7A11/GPX4 axis,PC6
38935074,Neuroreport,2024,Rat,Post-stroke cognitive impairment (PSCI),EA,"GV20, PC6",Inhibition of TLR4/NF-κB/NLRP3 signaling pathway,PC6
38973500,Neuroreport,2024,Rat,"Hypertension (SHR hypertension), hypertensive cardiac damage","MA, EA","LR3, GV20, PC6",Regulation of ACE/Ang II/AT1R and ACE2/Ang(1-7)/MasR pathways,PC6
38974599,Mediators Inflamm,2024,Mouse,Myocardial Infarction (MI),EA,PC6,Promotion of macrophage M2 polarization,PC6
39022107,Heliyon,2024,Rat,Focal cerebral ischaemia,EA,"GV20, PC6",Enhancement of calcium efflux activity,PC6
39291267,Front Cell Dev Biol,2024,Rat,Chronic heart failure (CHF),EA,PC6,Activation of JAK1/STAT3 signaling via IL-6 modulation,PC6
39297025,Degener Neurol Neuromuscul Dis,2024,Rat,Alzheimer's disease (AD),MA,"GV20, EX-HN1, PC6, HT7, GB39, SP6",Improvement of cerebral blood oxygen metabolism,PC6
39490956,Brain Res,2024,Rat,Acute ischemic stroke,EA,"GV26, PC6",Inhibition of GSDMD-mediated pyroptosis,PC6
36996679,Biomed Pharmacother,2023,Rat,Sepsis-induced cardiac dysfunction,EA,PC6,Vagus nerve mediated cholinergic pathway activation,PC6
35840854,Chin J Integr Med,2023,rat,hypertension,EA,PC6,IL-1β/IGF-1-TGF-β1-MMP9 pathway regulation,PC6
36689154,J Cardiovasc Transl Res,2023,Mouse,CVD,MA,"PC6, BL15, ST36",Altered differentially expressed genes and pathways,PC6
36786352,Brain Behav,2023,Rat,Focal cerebral ischemia-reperfusion injury (CIRI),EA,"GV26, PC6, SP6",VEGF/Notch signaling pathway activation and angiogenesis promotion,PC6
36947651,Altern Ther Health Med,2023,Rat,Myocardial ischemia,EA,"PC6, ST36, CV4",P2X7 receptor and mitochondrial function regulation,PC6
37857016,Aging (Albany NY),2023,Rat,"Anesthesia/surgery-induced cognitive decline, postoperative cognitive dysfunction (POCD)",EA,"PC6, LI4, ST36, GV20, GV14",Activation of CREB via the ERK/MAPK pathway,PC6
37095918,Heliyon,2023,Rat,stress-induced cardiovascular disease,EA,PC6,Autonomic and neuroendocrine responses regulation,PC6
37562566,Brain Res,2023,Rat,Traumatic brain injury (TBI),EA,"GV26, PC6, GB20",Inhibition of the NF-κB/COX2 pathway and microglial polarization,PC6
37809701,Heliyon,2023,Rat,Myocardial ischemia-reperfusion injury (MIRI),EA,PC6,Modulation of dynamic inflammatory response and NLRP3 inhibition,PC6
37147754,J Tradit Chin Med,2023,Rat,Insomnia (liver-Qi stagnation pattern),MA,"GV20, PC6, HT7, LR3",Regulation of cerebral cortical blood oxygen metabolism,PC6
35958987,Front Neurosci,2022,rat,vasodepression and bradycardia,EA,"PC5, PC6",PVN opioid system modulation of cardiopulmonary reflexes,PC6
34816366,Chin J Integr Med,2022,rat,Myocardial ischemia,MA,PC6,Promotion of qi and blood circulation; meridian-propagated effect,PC6
35258777,Neurochem Res,2022,rat,Postoperative cognitive dysfunction (POCD),EA,"LI4, PC6, ST36",Inhibition of mitochondrial injury and neuroapoptosis,PC6
35377129,J Cardiovasc Transl Res,2022,rat,Angina pectoris,EA,PC6,Regulation of alternative splicing of GABRG2 (specifically exon 9),PC6
35484628,Chin Med,2022,mouse,myocardial infarction,MA,PC6,"Alleviation of inflammation and fibrosis, and suppression of sympathetic activation",PC6
35487121,J Neuroimmunol,2022,rat,cardiac arrest,EA,"GV20, GV26, PC6",α7 nicotinic acetylcholine receptor (α7nAChR)-mediated anti-inflammatory pathway,PC6
35578250,Chin Med,2022,rat,Myocardial fibrosis,EA,PC6,Downregulation of lncRNA Miat to inhibit CTGF and TGF-β1 expression,PC6
35982734,Oxid Med Cell Longev,2022,mouse,myocardial infarction,EA,"BL13, PC6",SDF-1/CXCR4-mediated stem cell mobilization,PC6
36062171,Evid Based Complement Alternat Med,2022,rat,polycystic ovary syndrome,MA,"SP4, PC6, EX-CA1, CV4",PI3K/AKT pathway activation for endometrial angiogenesis,PC6
36094925,PLoS One,2022,rat,irritable bowel syndrome with diarrhea (IBS-D),MA,"ST36, PC6, CV4, ST37, ST25, ST36",Energy metabolism and inflammation-related protein regulation,PC6
36160853,Front Physiol,2022,mouse,sepsis,EA,"PC6, ST36",Calpain-2/STAT3 pathway inhibition,PC6
36217620,Ann Palliat Med,2022,rat,Myocardial ischemia,EA,PC6,"Oxidative stress reduction (SOD, ATP increase; MDA, ROS decrease)",PC6
36389227,Front Neurosci,2022,rat,incisional pain,EA,"LI18, LI4, PC6, ST36, GB34",Suppressing neuronal-glial interaction and upregulating glutamate transporters,PC6
36440366,Biomed Res Int,2022,rat,ischemic stroke,EA,"ST36, PC6",mTOR signaling pathway regulation and neuroplasticity activation,PC6
36522251,Neuromodulation,2022,rat,atrial fibrillation,EA,"PC6, LU9",Restoring autonomic balance (sympathetic and vagal nerve),PC6
34553613,Acupunct Med,2022,rat,Myocardial ischemia,EA,PC6,Relieving prolongation of repolarization and slowed depolarization of ventricular muscle,PC6
33069869,J Pain,2021,mouse,opioid tolerance,EA,PC6,Orexin-1 pathway modulation,PC6
33763149,Evid Based Complement Alternat Med,2021,rat,Myocardial ischemia,EA,"PC6, ST36",RhoA/p38MAPK pathway mediated by miR-133a-5p regulation,PC6
33763013,Front Neurol,2021,rat,ischemic stroke,EA,"GV20, GV26, SP6, PC6","Electroacupuncture inhibits ferroptosis by upregulating GPX4 and FTH1 while downregulating transferrin/TfR1, reducing iron accumulation and oxidative stress in ischemic brain tissue",PC6
32811184,Acupunct Med,2021,rat,Myocardial ischemia,EA,"PC6, CV14, ST36",Promotion of angiogenesis via HIF-1α and VEGF upregulation,PC6
32980931,Chin J Integr Med,2021,mouse,Surgery induced immunosuppression,EA,PC6,Modulation of peripheral opioid system and T lymphocyte population,PC6
34056953,Acupunct Med,2021,mouse,Myocardial ischemia,EA,PC6,Modulation of sympathetic and parasympathetic nerve remodeling (cardiac autonomic nervous system balance),PC6
33824696,Oxid Med Cell Longev,2021,mouse,cardiotoxicity,EA,PC6,iNOS/ARG2 balance modulation,PC6
34961820,Evid Based Complement Alternat Med,2021,rat,Postoperative pain,EA,"LI18, LI4, PC6, ST36, GB34",Regulation of CB1 receptor of spinal cord,PC6
34114405,J Tradit Chin Med,2021,rat,cerebral ischemia,EA,"GV26, PC6, GV20, GV26","Increased expression of VEGF, bFGF, and CD34, promoting cerebrovascular neovascularization",PC6
34238326,Chin Med,2021,mouse,Myocardial ischemia,MA,PC6,"Multi-level regulation of transcriptome, mainly enriched in inflammatory response pathway",PC6
34413646,Neuropsychiatr Dis Treat,2021,rat,cognitive dysfunction,EA,"LI4, PC6, ST36","Activation of α7-nAChR signal, inhibiting HMGB1-NF-κB in microglia",PC6
34431619,Anat Rec (Hoboken),2021,rat,Depression,EA,"PC6, SP6",Modulating c-Fos/AP-1 expression through the JNK signaling pathway,PC6
34453991,Microvasc Res,2021,rat,myocardial ischemia reperfusion injury (MIRI),EA,PC6,"Regulating gut microbiota, improving gut barrier, reducing LPS, inhibiting inflammation (via TLR4)",PC6
34987599,Evid Based Complement Alternat Med,2021,mouse,Polycystic ovarian syndrome (PCOS),EA,"ST36, SP6, PC6","Regulation of hormone levels (testosterone, estrogen), HOMA-IR, and gene expression (CYP11A1, HSD3B2)",PC6
33376501,Evid Based Complement Alternat Med,2020,rat,Ischemia Reperfusion Injury,EA,"PC6, EX-B2, GB34, LI11",Genome-wide gene expression alteration,PC6
33061951,Neural Plast,2020,rat,Stroke,EA,"GV20, PC6, SP6",Inhibition of GluN2B/m-Calpain/p38 MAPK proapoptotic pathway,PC6
32982761,Front Physiol,2020,rat,hypertension,EA,PC6,Regulation of Ang II - TGF-β pathway,PC6
32632520,Purinergic Signal,2020,rat,Myocardial ischemia,EA,"PC6, LI6",Activation of A1AR and A2bAR adenosine receptors,PC6
32767170,Cardiovasc Drugs Ther,2020,mouse,Diabetic Cardiomyopathy,MA,"PC6, ST36","Modulation of Akt, AMPK, PIK3r6, and IGF1R levels",PC6
32738910,Eur J Med Res,2020,rat,myocardial injury,EA,"PC6, ST36",Regulation of mitochondrial function via mtTFA/NRF-1/PGC-1α pathway,PC6
32344255,Biomed Pharmacother,2020,rat,myocardial injury,EA,PC6,Mitophagy inhibition mediated by mTORC1-ULK1-FUNDC1 pathway,PC6
32256638,Evid Based Complement Alternat Med,2020,rat,cerebral ischemia,EA,"GV26, PC6",DOR-BDNF/TrkB pathway activation and inflammation reduction,PC6
